1928	Zemøelé eny podle podrobného seznamu pøíèin smrti a vìku										
MKN (1920)	Název	Celkem	0	1-4	5-14	15-24	25-39	40-49	50-64	65 a více	Nezjiš- tìno
32	Tuberkulosa mozkovıch blan nebo centrálního systému nervového	537	102	202	136	50	24	12	9	2	-
33	Tuberkulosa støev neb pobøišnice 	181	16	15	16	25	41	21	34	13	-
34	Tuberkulosa obratlù	91	-	5	13	9	4	12	32	16	-
35	Tuberkulosa kloubù	56	1	-	3	3	3	1	19	26	-
36a	Tuberkulosa kùe nebo podkoního vaziva	19	3	1	-	3	1	1	3	7	-
36b	Tuberkulosa kostí	160	3	4	8	11	18	13	42	61	-
36c	Tuberkulosa lymfatického systému	33	5	10	2	5	3	3	5	-	-
36d	Tuberkulosa ústrojí urogenitálního	14	-	-	-	3	5	1	3	2	-
36	Tuberkulosa jinıch orgánù	15	2	4	-	2	2	1	1	3	-
37a	Tuberkulosa prudká	53	11	15	9	18	-	-	-	-	-
37b	Tuberkulosa vleklá	3	-	-	-	-	1	-	2	-	-
37c	Tuberkulosa bez blišího oznaèení	36	1	1	-	-	10	7	15	2	-
38	Pøíjice	147	73	9	2	2	17	17	21	6	-
40	Kapavka	3	1	-	-	1	1	-	-	-	-
41	Otrava krve	312	98	14	20	23	50	23	40	44	-
42	Ostatní nemoci a infekèní	-	-	-	-	-	-	-	-	-	-
											
RA		7490	6	19	13	48	348	921	2809	3326	0
KR		165	8	9	3	14	23	29	53	26	0
EN		968	111	37	21	39	56	64	283	357	0
DU		90	0	0	1	1	7	20	29	32	0
III	Celkové nemoci vıše nejmenované	8673	129	70	37	103	431	1024	3163	3716	-
43	Rakovina neb jiné zhoubné nádory dutiny ústní	34	-	-	-	-	4	3	12	15	-
44	Rakovina neb jiné zhoubné nádory aludku, jater	3546	-	-	1	6	58	293	1303	1885	-
45	Rakovina neb jiné zhoubné nádory pobøišnice, støev neb koneèníku	840	-	-	2	4	34	83	306	411	-
46	Rakovina neb jiné zhoubné nádory rodidel	1478	-	-	-	11	141	336	637	353	x
47	Rakovina neb jiné zhoubné nádory prsu	464	-	-	-	-	31	89	171	173	-
48	Rakovina neb jiné zhoubné nádory kùe	120	1	-	-	-	-	4	10	105	-
49	Rakovina neb jiné zhoubné nádory orgánù ostatních nebo blíe neurèenıch	761	3	10	9	13	54	89	284	299	-
50	Nádory, je nejsou zhoubné, neb jich zhoubná povaha není specifikovaná	162	-	5	-	8	11	11	52	75	-
51	Prudkı horeèatı hostec kloubní	29	-	1	9	5	6	2	2	4	-
52	Vleklı hostec, dna	191	-	-	-	8	3	9	51	120	-
53	Kurdìje	4	1	1	-	-	-	-	2	-	-
56	Køivice	107	73	32	2	-	-	-	-	-	-
57	Cukrovka	482	-	-	7	16	20	24	200	215	-
59	Nedokrevnost zhoubná	138	5	7	1	10	20	28	47	20	-
58a	Jiné nedokrevnosti a blednièka	22	2	2	1	3	3	1	5	5	-
58b	Nemoci hypophysy	-	-	-	-	-	-	-	-	-	-
60a	Basedowova nemoc	87	-	-	1	8	22	26	18	12	-
60b	Jiná onemocnìní štítné lázy	25	1	-	-	2	4	2	10	6	-
61	Nemoci lázek pøištítnıch	21	18	2	1	-	-	-	-	-	-
62	Nemoci brzlíku	20	18	1	1	-	-	-	-	-	-
63	Nemoci nadledvinek (nemoc Addisonova)	2	-	-	-	-	1	1	-	-	-
64	Nemoci sleziny	5	1	-	1	1	-	-	1	1	-
65	Bìlokrevnost neb Hodgkinova nemoc	85	2	4	1	6	15	13	34	10	-
66	Alkoholismus	24	-	-	-	-	1	7	11	5	-
67	Vleklé otravy nerostnımi látkami	-	-	-	-	-	-	-	-	-	-
68	Vleklé otravy ústrojnımi látkami	2	-	-	-	-	-	1	-	1	-
69	Ostatní celkové nemoci	24	4	5	-	2	3	2	7	1	-
											
IV	Choroby systému nervového a smyslovıch orgánù	6884	1237	260	165	159	325	373	1340	3025	-
70	Zánìt mozku	83	7	4	16	11	20	10	7	8	-
71	Zánìt mozkovıch blan	497	114	149	95	47	35	22	27	8	-
72	Úbytì míchy	119	-	-	-	4	10	24	48	33	-
73	Jiné choroby míchy	208	-	-	4	11	29	32	66	66	-
74a	Vılev krevní do mozku	3696	-	1	2	17	47	132	952	2545	-
74b	Záha il mozkovıch	72	-	-	1	5	12	7	20	27	-
75a	Jednostranná obrna tìla	154	-	-	3	1	3	3	36	108	-
75b	Paralysis progressiva	159	-	-	-	2	42	45	35	35	-
75c	Jiné obrny	61	-	1	2	2	4	7	16	29	-
76	Ochrnutí spojené s duševní chorobou	-	-	-	-	-	-	-	-	-	-
77	Jiné duševní choroby	66	-	-	1	1	6	13	18	27	-
78	Padoucnice	136	2	2	9	20	36	20	27	20	-
79	Boec nepuerperální	19	-	-	2	4	11	1	1	-	-
80	Køeèe u dìtí	1169	1095	74	-	-	-	-	-	-	-
81	Posunèina	-	-	-	-	-	-	-	-	-	-
82b	Zánìt nervù	21	-	1	-	2	3	3	6	6	-
83	Zmìknutí mozku	80	-	-	-	2	4	4	14	56	-
84	Ostatní choroby systému nervového	275	4	13	13	24	56	49	63	53	-
86	Choroby ucha nebo dutin mastoideu	69	15	15	17	6	7	1	4	4	-
											
V	Choroby obìhu krevního	12538	47	34	116	244	640	815	3207	7434	1
87	Zánìt osrdce	25	-	3	1	-	3	2	7	9	-
88	Prudkı zánìt nitroblány nebo svalu srdeèního	146	3	7	15	30	57	26	5	3	-
89	Srdeèní angina	99	-	-	-	1	3	8	33	54	-
90	Jiné nemoci srdce	10066	32	21	97	209	531	736	2839	5600	1
91a	Vıdu	54	-	-	-	-	3	7	25	19	-
91b	Zkornatìní a jiné choroby tepen	1956	-	-	-	-	6	18	241	1691	-
92	Záha (nikoliv mozkovı)	117	2	-	-	3	26	10	38	38	-
93	Choroby il	45	1	-	1	-	9	6	15	13	-
94	Choroby systému mízního	24	9	3	2	-	1	2	2	5	-
95	Ostatní choroby obìhu krevního	4	-	-	-	1	1	-	1	1	-
96	Ostatní choroby obìhu krevního	2	-	-	-	-	-	-	1	1	-
											
VI	Choroby ústrojí dıchacího	8816	2338	795	142	141	282	266	1236	3616	-
97	Choroby dutin nosních a jejich adnex	2	-	-	1	1	-	-	-	-	-
98	Choroby hrtanu	29	17	10	-	-	1	-	-	1	-
99a	Zánìt prùdušek prudkı	392	333	18	1	-	1	-	3	36	-
99b	Zánìt prùdušek vleklı	330	14	11	1	1	1	7	55	240	-
99c	Zánìt prùdušek bez blišího oznaèení (pod 5 let)	241	169	72	-	-	-	-	-	-	-
99d	Zánìt prùdušek bez blišího oznaèení (v 5 a více letech)	408	-	-	3	2	9	8	60	326	-
100	Lalùèkovı zánìt plic vèetnì zánìtu prùdušinek	1827	843	236	25	14	38	33	149	489	-
101a	Zánìt plic lalokovı	898	111	79	25	35	63	52	199	334	-
101b	Zánìt plic bez blišího oznaèení	3260	819	340	72	63	127	128	478	1233	-
102	Zánìt pohrudnice	276	16	22	12	15	30	19	63	99	-
103	Pøekrvení nebo krvácení parenchymatosní plic	155	12	5	1	4	3	4	18	108	-
104	Snì plicní	24	-	1	-	1	3	2	5	12	-
105	Záducha	205	2	-	-	1	3	2	55	142	-
106	Rozedma plic	732	-	1	-	3	3	9	138	578	-
107	Ostatní choroby ústrojí dıchacího	37	2	-	1	1	-	2	13	18	-
											
VII	Choroby ústrojí zaívacího	5626	3044	333	171	157	324	275	586	736	-
108b	Choroby ústní dutiny a jejich adnex	20	13	3	-	-	-	-	1	3	-
109	Choroby hltanu nebo mandlí	111	12	20	42	5	16	2	10	4	-
110	Choroby jícnu	8	-	-	-	2	-	2	-	4	-
111a	Vøed aludeèní	174	1	2	-	8	28	33	61	41	-
111b	Vøed dvanácterníku	43	1	-	1	2	9	11	12	7	-
112	Jiné choroby aludeèní	37	-	-	-	2	1	1	8	25	-
113	Prùjem a zánìt støev (pod 2 roky)	3166	2974	192	-	-	-	-	-	-	-
114	Prùjem a zánìt støev (nad 2 roky)	234	-	41	23	4	11	6	29	120	-
115	Ankylostomiasis	-	-	-	-	-	-	-	-	-	-
116	Choroby zavinìné intestinálními cizopasníky	-	-	-	-	-	-	-	-	-	-
117	Zánìt èervu a jeho okolí	295	2	33	46	48	57	27	56	26	-
118a	Kıla 	260	4	-	1	-	2	19	80	154	-
118b	Záha støevní	238	17	7	5	10	25	28	47	99	-
119b	Jiné choroby støev	53	5	2	2	1	7	2	13	21	-
120	Prudká atrofie jater	39	-	1	1	4	8	8	12	5	-
121	Hydativní nádor jater	-	-	-	-	-	-	-	-	-	-
122a	Svraštìní jater alkoholické	1	-	-	-	-	1	-	-	-	-
122b	Svraštìní jater neoznaèené jako alkoholické	193	-	-	1	4	15	30	72	71	-
123	luèové kaménky	138	-	-	-	1	14	30	46	47	-
124	Jiné choroby jater	194	1	3	2	9	22	20	76	61	-
125	Choroby mikteru	21	-	-	-	2	4	9	4	2	-
126	Zánìt pobøišnice bez oznaèení pøíèiny	401	14	29	47	55	104	47	59	46	-
											
VIII	Nevenerické choroby ústrojí urogenitálního a jejich adnex	1803	29	28	42	114	271	260	524	534	1
128	Prudkı zánìt ledvin	95	13	18	23	16	6	7	7	5	-
129	Vleklı zánìt ledvin	1357	-	7	18	70	175	167	452	467	1
130	Chylurie	 -	 -	 -	 -	 -	 -	 -	 -	 -	 -
131	Jiné choroby ledvin a jejich adnex	68	10	1	-	7	11	7	13	19	-
132	Moèové kaménky	10	-	-	-	1	2	3	3	1	-
133	Choroby mìchıøe	25	3	1	-	-	-	1	5	15	-
134	Choroby moèové roury	7	1	-	-	-	2	1	1	2	-
135	Choroby lázy pøedstojné	x	x	x	x	x	x	x	x	x	-
136	Nevenerické choroby muskıch pohlavních orgánù	x	x	x	x	x	x	x	x	x	-
137	Boubel a jiné nezhoubné nádory vajeèníku	32	-	-	-	3	1	11	13	4	-
138	Zánìt vejcovodu nebo vøed v pánvi	35	-	-	-	5	20	7	3	-	-
139	Nádory dìloní	87	-	-	-	3	17	41	17	9	-
140	Nepuerperální krvácení z dìlohy	6	-	-	-	1	4	1	-	-	-
141	Ostatní choroby rodidel	76	-	1	1	8	31	14	10	11	-
142	Nepuerperální choroby prsu	5	2	-	-	-	2	-	-	1	-
											
IX	Puerperální stav	1041	-	-	-	285	674	77	5	-	-
143a	Potrat 	56	-	-	-	11	38	7	-	-	-
143b	Mimodìloní tìhotenství	54	-	-	-	6	46	1	1	-	-
143c	Jiné nehody tìhotenské	1	-	-	-	1	-	-	-	-	-
144	Krvácení tìhotnıch a v šestinedìlí	96	-	-	-	8	73	14	1	-	-
145	Jiné nehody pøi porodu	65	-	-	-	10	49	6	-	-	-
146	Horeèka omladnic	677	-	-	-	218	413	43	3	-	-
147	Phlegmasia albadolens, embolie nebo náhlá smrt puerperální	18	-	-	-	4	11	3	-	-	-
148	Albuminurie nebo boec v šestinedìlí	63	-	-	-	25	37	1	-	-	-
149	Následky porodu (bez blišího oznaèení)	10	-	-	-	2	6	2	-	-	-
150	Puerperální choroby prsu	1	-	-	-	-	1	-	-	-	-
											
X	Choroby kùe a vaziva	557	326	5	5	7	17	6	31	160	-
151	Snì	112	2	-	1	-	6	-	10	93	-
152	Neit	242	211	3	1	6	5	3	5	8	-
153	Zánìt podkoního vaziva, horeènatı vøed	65	35	1	3	1	3	2	9	11	-
155	Ostatní choroby kùe neb jejich adnex	138	78	1	-	-	3	1	7	48	-
											
XI	Choroby kostí a ústrojí pohybového	161	9	10	23	16	17	16	24	46	-
156	Choroby kostí	128	8	8	23	14	14	13	19	29	-
157	Choroby kloubù	31	1	2	-	2	3	3	4	16	-
158	Ostatní choroby kostí nebo ústrojí pohybového	2	-	-	-	-	-	-	1	1	-
											
XII	Zrùdnost vrozená	158	156	2	-	-	-	-	-	-	-
159	Zrùdnost vrozená	158	156	2	-	-	-	-	-	-	-
											
XIII	Ranı vìk	3222	3222	-	-	-	-	-	-	-	-
160b	Vrozená slabost, loutenka a skleroma	1820	1820	-	-	-	-	-	-	-	-
161	Pøedèasné narození nebo rùzné následky porodu	1183	1183	-	-	-	-	-	-	-	-
162	Ostatní zvláštní choroby raného vìku	218	218	-	-	-	-	-	-	-	-
163	Nedostatek péèe	1	1	-	-	-	-	-	-	-	-
											
XIV		9088	4	5	0	2	3	3	113	8958	0
164	Stáøí	9062	-	-	-	-	-	-	106	8956	-
											
XV	Zevní pøíèiny 	2120	35	183	98	448	376	184	347	447	2
SE		989	0	0	10	308	246	118	169	137	1
165	Sebevrada otravou jedy	60	-	-	-	26	24	5	3	2	-
166	Sebevrada otravou poitím íravin	99	-	-	-	47	29	10	10	3	-
167	Sebevrada vdechováním jedovatıch plynù	32	-	-	1	10	13	2	5	1	-
168	Sebevrada obìšením neb uškrcením	395	-	-	5	59	86	59	105	81	-
169	Sebevrada utopením	195	-	-	2	60	44	26	26	36	1
170	Sebevrada zastøelením	63	-	-	1	36	22	3	1	-	-
171	Sebevrada nástroji øeznımi neb bodnımi	19	-	-	-	2	4	3	6	4	-
172	Sebevrada skokem s vıše	15	-	-	-	3	5	1	3	3	-
173	Sebevrada rozdrcením	81	-	-	1	57	11	4	7	1	-
174	Sebevrada jinım zpùsobem	30	-	-	-	8	8	5	3	6	-
175	Otrava potravinami	10	1	3	2	-	3	-	-	1	-
176	Uštknutí neb štípnutí	2	-	-	-	-	2	-	-	-	-
177	Jiné prudké otravy náhodné (vyjma plyny)	23	-	2	1	8	5	3	4	-	-
178	Úraz pøi poáru	4	-	1	-	-	-	1	-	2	-
179	Náhodné popálení (vyjma pøi poáru)	168	5	64	20	10	21	6	17	25	-
180	Náhodné mechanické udušení (vyjma pøi poáru)	24	9	6	-	2	-	2	5	-	-
181	Vdechování plynù nedıchatelnıch neb jedovatıch	28	-	4	3	5	4	2	5	5	-
182	Náhodné utopení	124	2	45	17	23	11	2	12	12	-
183	Poranìní støelnou zbraní	9	-	-	1	6	1	-	1	-	-
184	Poranìní nástroji øeznımi neb bodnımi	12	-	-	1	2	3	1	2	3	-
185	Poranìní pádem	40	-	3	1	-	4	3	10	19	-
186	Poranìní v dolech neb lomech	2	-	-	1	1	-	-	-	-	-
187	Poranìní stroji	1	-	1	-	-	-	-	-	-	-
DN		110	0	16	17	10	16	9	22	20	0
188a	Poranìní eleznicemi a tramvajemi	44	-	8	1	5	6	5	11	8	-
188b	Poranìní automobily	44	-	4	14	3	5	3	8	7	-
188c	Poranìní motocykly	8	-	-	1	-	1	1	2	3	-
188d	Poranìní aeroplány a balony	-	-	-	-	-	-	-	-	-	-
188	Poranìní jinımi dopravními prostøedky	14	-	4	1	2	4	-	1	2	-
188f	Poranìní jinım zhmodìním	129	2	16	5	19	13	10	31	33	-
189	Poranìní zpùsobená zvíøaty	8	-	2	1	-	1	-	1	3	-
192b	Hlad nebo ízeò	-	-	-	-	-	-	-	-	-	-
193	Pøílišnı chlad	14	-	-	1	-	1	3	6	3	-
194	Pøílišnı ár	7	1	-	-	2	1	-	2	1	-
195	Blesk	17	-	-	1	3	6	3	3	1	-
196	Jiné úrazy elektrickım proudem	7	-	1	2	3	1	-	-	-	-
NA		138	14	14	7	35	26	10	11	20	1
197	Zabití støelnou zbraní	38	-	1	1	22	11	1	-	2	-
198	Zabití nástroji øeznımi neb bodnımi	5	-	-	2	1	1	1	-	-	-
199	Zabití jinımi prostøedky	43	-	8	3	7	9	4	7	4	1
200	Zabití dítìte do 1 roku	13	13	-	-	-	-	-	-	-	-
201c	Zlomeniny (bez blišího oznaèení)	254	1	5	7	11	11	11	46	162	-
202a	Ostatní násilná zevní poranìní	39	1	5	1	5	5	4	4	14	-
202b	Poprava legální	-	-	-	-	-	-	-	-	-	-
203	Násilná smrt neznáme pøíèiny	-	-	-	-	-	-	-	-	-	-
											
XVI	Nemoci špatnì definované	650	72	19	11	23	49	55	196	222	3
204	Náhlé úmrtí	6	4	-	-	-	-	-	1	1	-
205	Nemoci nespecifikované nebo špatnì definované	644	68	19	11	23	49	55	195	221	3
